2026-05-07 21:25:43 | DocProcessingActor | INFO | doc_actor.py:59 | [otran_aliang_final_config_tiktoken:DocProcessingActor] DocProcessingActor initialized
2026-05-07 21:26:32 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:26:32 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-07 21:26:32 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-07 21:26:32 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-07 21:26:32 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:26:34 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-07 21:26:34 | QueryProcessingActor-2 | INFO | query_actor.py:165 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Initializing new inference engine (config hash: 47eb85ee)
2026-05-07 21:26:35 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:26:35 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:26:35 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-07 21:26:35 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-07 21:26:35 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-07 21:26:35 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:26:37 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-07 21:26:37 | QueryProcessingActor-3 | INFO | query_actor.py:165 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Initializing new inference engine (config hash: 47eb85ee)
2026-05-07 21:26:37 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:26:37 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:26:37 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-07 21:26:37 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-07 21:26:37 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-07 21:26:38 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:26:40 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-07 21:30:38 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:30:38 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:30:38 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:30:38 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-07 21:30:38 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-07 21:30:38 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-07 21:30:38 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:30:40 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-07 21:30:43 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:30:43 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:30:43 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:30:43 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-07 21:30:43 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-07 21:30:43 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-07 21:30:43 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:30:45 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-07 21:31:34 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:31:34 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:31:34 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:31:34 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-07 21:31:34 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-07 21:31:34 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-07 21:31:34 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:31:36 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-07 21:31:37 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:31:37 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:31:37 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:31:37 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-07 21:31:38 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-07 21:31:38 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-07 21:31:38 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:31:40 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-07 21:47:28 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:47:28 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:47:28 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:47:28 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-07 21:47:28 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-07 21:47:28 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-07 21:47:28 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:47:30 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-07 21:47:32 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:47:32 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:47:32 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:47:32 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-07 21:47:32 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-07 21:47:32 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-07 21:47:32 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:47:34 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-07 21:50:58 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:50:58 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:50:58 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:50:58 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-07 21:50:58 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-07 21:50:58 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-07 21:50:59 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:51:01 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-07 21:51:02 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:51:02 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:51:02 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:51:02 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-07 21:51:02 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-07 21:51:02 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-07 21:51:02 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:51:04 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-07 21:53:46 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:53:46 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:53:46 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:53:46 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-07 21:53:46 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-07 21:53:46 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-07 21:53:46 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:53:48 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-07 21:54:25 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:54:25 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:54:25 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:54:25 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-07 21:54:25 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-07 21:54:25 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-07 21:54:26 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:54:28 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-07 21:55:11 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:55:11 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:55:11 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:55:11 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-07 21:55:11 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-07 21:55:11 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-07 21:55:12 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:55:14 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-07 21:55:28 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 21:55:28 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-07 21:55:28 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 21:55:28 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-07 21:55:28 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-07 21:55:28 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-07 21:55:29 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 21:55:31 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-07 22:09:32 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 22:09:32 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-07 22:09:32 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 22:09:32 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-07 22:09:32 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-07 22:09:32 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-07 22:09:32 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-07 22:09:34 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-07 22:10:22 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Reusing existing inference engine (config hash: 47eb85ee)
2026-05-07 22:10:22 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-07 22:10:22 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-07 22:10:22 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-07 22:10:22 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [otran_aliang_final_config_tiktoken:QueryProcessingActor-2] Created independent FAISS vector store for this actor
