2026-05-04 14:37:49 | Experiment | INFO | experiment.py:165 | [api-gpt-oss-120b:Experiment] Experiment api-gpt-oss-120b created with Experiment ID: 14 at /home/ayliang/rapidfireai/rapidfire_experiments/api-gpt-oss-120b
2026-05-04 14:38:33 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:38:38 | DocProcessingActor | INFO | doc_actor.py:109 | [api-gpt-oss-120b:DocProcessingActor] Document index built successfully
2026-05-04 14:38:38 | DocProcessingActor | INFO | doc_actor.py:134 | [api-gpt-oss-120b:DocProcessingActor] Serializing FAISS index for cross-actor sharing...
2026-05-04 14:38:38 | DocProcessingActor | INFO | doc_actor.py:144 | [api-gpt-oss-120b:DocProcessingActor] FAISS index serialized: 602484 bytes
2026-05-04 14:38:38 | DocProcessingActor | INFO | doc_actor.py:189 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor: Context components ready for sharing
2026-05-04 14:38:41 | DocProcessingActor | INFO | doc_actor.py:109 | [api-gpt-oss-120b:DocProcessingActor] Document index built successfully
2026-05-04 14:38:41 | DocProcessingActor | INFO | doc_actor.py:134 | [api-gpt-oss-120b:DocProcessingActor] Serializing FAISS index for cross-actor sharing...
2026-05-04 14:38:41 | DocProcessingActor | INFO | doc_actor.py:144 | [api-gpt-oss-120b:DocProcessingActor] FAISS index serialized: 2654116 bytes
2026-05-04 14:38:41 | DocProcessingActor | INFO | doc_actor.py:189 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor: Context components ready for sharing
2026-05-04 14:38:41 | Controller | INFO | controller.py:482 | [api-gpt-oss-120b:Controller] Built context 1 (32182aed...) successfully in 33.10s
2026-05-04 14:38:41 | Controller | INFO | controller.py:482 | [api-gpt-oss-120b:Controller] Built context 2 (dc550a5f...) successfully in 33.12s
2026-05-04 14:38:41 | Controller | INFO | controller.py:523 | [api-gpt-oss-120b:Controller] Completed parallel context building for 2 context(s)
2026-05-04 14:38:41 | Controller | INFO | controller.py:920 | [api-gpt-oss-120b:Controller] Created 4 query processing actors (generic pool)
2026-05-04 14:38:41 | Controller | INFO | controller.py:931 | [api-gpt-oss-120b:Controller] Initialized scheduler with 8 pipelines, 4 actors, 4 shards
2026-05-04 14:38:41 | Controller | INFO | controller.py:1118 | [api-gpt-oss-120b:Controller] Created experiment-wide rate limiter actor for 8 OpenAI pipeline(s) with per-model limits (api-mistral-small-3.2-2506: 120 RPM, 1000000 TPM)
2026-05-04 14:38:41 | Controller | INFO | controller.py:1124 | [api-gpt-oss-120b:Controller] Starting multi-pipeline inference scheduling...
2026-05-04 14:38:41 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 0 (1 batches)
2026-05-04 14:44:21 | ExperimentUtils | INFO | experiment_utils.py:180 | [api-gpt-oss-120b:ExperimentUtils] Reset experiment states - marked ongoing pipelines, contexts, and tasks as failed
2026-05-04 14:44:21 | ExperimentUtils | INFO | experiment_utils.py:188 | [api-gpt-oss-120b:ExperimentUtils] Experiment marked as cancelled. Ongoing pipelines, contexts, and tasks have been marked as failed.
2026-05-04 14:44:21 | Experiment | INFO | experiment.py:165 | [api-gpt-oss-120b:Experiment] Experiment api-gpt-oss-120b is currently running. Returning the same experiment object.
2026-05-04 14:44:21 | Experiment | INFO | experiment.py:165 | [api-gpt-oss-120b:Experiment] Any running tasks have been cancelled.
2026-05-04 14:44:40 | Experiment | INFO | metric_rfmetric_manager.py:55 | [api-gpt-oss-120b:Experiment] Initialized MLflowMetricLogger: rf_mlflow
2026-05-04 14:44:40 | Experiment | INFO | metric_rfmetric_manager.py:119 | [api-gpt-oss-120b:Experiment] Creating MLflow experiment: api-gpt-oss-120b
2026-05-04 14:44:40 | Experiment | INFO | experiment.py:210 | [api-gpt-oss-120b:Experiment] Initialized MetricLogger experiment: 12
2026-05-04 14:44:40 | Experiment | INFO | experiment.py:226 | [api-gpt-oss-120b:Experiment] Using existing dispatcher/api server at 127.0.0.1:8851.
2026-05-04 14:44:40 | Experiment | WARNING | experiment.py:381 | [api-gpt-oss-120b:Experiment] No GPUs available. Be sure to use external APIs for inference.
2026-05-04 14:44:40 | Experiment | INFO | experiment.py:383 | [api-gpt-oss-120b:Experiment] Running multi-config experiment with 4 shard(s), (0.0 GPUs per actor, 8.0 CPUs per actor, 4 actors)
2026-05-04 14:44:40 | Experiment | INFO | experiment.py:392 | [api-gpt-oss-120b:Experiment] Reset states of existing pipelines/contexts/tasks (marked as failed)
2026-05-04 14:44:41 | Controller | INFO | controller.py:895 | [api-gpt-oss-120b:Controller] Dataset sharded into 4 shard(s). Shard sizes: [12, 11, 11, 11]
2026-05-04 14:44:41 | Controller | INFO | controller.py:900 | [api-gpt-oss-120b:Controller] Received 8 pipeline configuration(s)
2026-05-04 14:44:41 | Controller | INFO | controller.py:309 | [api-gpt-oss-120b:Controller] Found 2 unique RAG context(s)
2026-05-04 14:44:41 | Controller | INFO | controller.py:320 | [api-gpt-oss-120b:Controller] Will build new context 32182aed...
2026-05-04 14:44:41 | Controller | INFO | controller.py:320 | [api-gpt-oss-120b:Controller] Will build new context dc550a5f...
2026-05-04 14:44:41 | Controller | INFO | controller.py:346 | [api-gpt-oss-120b:Controller] Building 2 context(s) in parallel...
2026-05-04 14:44:41 | Controller | INFO | controller.py:373 | [api-gpt-oss-120b:Controller] Creating 2 DocProcessingActor(s) for parallel processing
2026-05-04 14:44:43 | Controller | INFO | controller.py:461 | [api-gpt-oss-120b:Controller] Submitted 2 build task(s) in parallel
2026-05-04 14:45:03 | DocProcessingActor | INFO | doc_actor.py:59 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor initialized
2026-05-04 14:45:04 | DocProcessingActor | INFO | doc_actor.py:59 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor initialized
2026-05-04 14:45:05 | DocProcessingActor | INFO | doc_actor.py:96 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor: Starting context initialization...
2026-05-04 14:45:05 | DocProcessingActor | INFO | doc_actor.py:107 | [api-gpt-oss-120b:DocProcessingActor] Building document index...
2026-05-04 14:45:06 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:45:06 | DocProcessingActor | INFO | doc_actor.py:96 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor: Starting context initialization...
2026-05-04 14:45:06 | DocProcessingActor | INFO | doc_actor.py:107 | [api-gpt-oss-120b:DocProcessingActor] Building document index...
2026-05-04 14:45:06 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:45:11 | DocProcessingActor | INFO | doc_actor.py:109 | [api-gpt-oss-120b:DocProcessingActor] Document index built successfully
2026-05-04 14:45:11 | DocProcessingActor | INFO | doc_actor.py:134 | [api-gpt-oss-120b:DocProcessingActor] Serializing FAISS index for cross-actor sharing...
2026-05-04 14:45:11 | DocProcessingActor | INFO | doc_actor.py:144 | [api-gpt-oss-120b:DocProcessingActor] FAISS index serialized: 602484 bytes
2026-05-04 14:45:11 | DocProcessingActor | INFO | doc_actor.py:189 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor: Context components ready for sharing
2026-05-04 14:45:14 | DocProcessingActor | INFO | doc_actor.py:109 | [api-gpt-oss-120b:DocProcessingActor] Document index built successfully
2026-05-04 14:45:14 | DocProcessingActor | INFO | doc_actor.py:134 | [api-gpt-oss-120b:DocProcessingActor] Serializing FAISS index for cross-actor sharing...
2026-05-04 14:45:14 | DocProcessingActor | INFO | doc_actor.py:144 | [api-gpt-oss-120b:DocProcessingActor] FAISS index serialized: 2654116 bytes
2026-05-04 14:45:14 | DocProcessingActor | INFO | doc_actor.py:189 | [api-gpt-oss-120b:DocProcessingActor] DocProcessingActor: Context components ready for sharing
2026-05-04 14:45:14 | Controller | INFO | controller.py:482 | [api-gpt-oss-120b:Controller] Built context 1 (32182aed...) successfully in 33.13s
2026-05-04 14:45:14 | Controller | INFO | controller.py:482 | [api-gpt-oss-120b:Controller] Built context 2 (dc550a5f...) successfully in 33.15s
2026-05-04 14:45:14 | Controller | INFO | controller.py:523 | [api-gpt-oss-120b:Controller] Completed parallel context building for 2 context(s)
2026-05-04 14:45:14 | Controller | INFO | controller.py:920 | [api-gpt-oss-120b:Controller] Created 4 query processing actors (generic pool)
2026-05-04 14:45:14 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: 5848ab0ba0df4cfc8a144661cfb3315a, 9
2026-05-04 14:45:14 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: 8666b168bfc04c22a59261e1ab4cc1f3, 10
2026-05-04 14:45:14 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: f876aefbdb4f463ab06b754c86890d10, 11
2026-05-04 14:45:14 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: e61e03db577b4e21a2f606617943b376, 12
2026-05-04 14:45:14 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: 7a9eab835c994281a36d17ac59527d9e, 13
2026-05-04 14:45:14 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: f769f117d3344a4da330ef11746fbead, 14
2026-05-04 14:45:15 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: f70fb947253747e89a6fc058ad4ea830, 15
2026-05-04 14:45:15 | Experiment | INFO | metric_rfmetric_manager.py:141 | [api-gpt-oss-120b:Experiment] Created MLflow run: 77948517659f4ebfaf59ac64af7505ff, 16
2026-05-04 14:45:15 | Controller | INFO | controller.py:931 | [api-gpt-oss-120b:Controller] Initialized scheduler with 8 pipelines, 4 actors, 4 shards
2026-05-04 14:45:15 | Controller | INFO | controller.py:1118 | [api-gpt-oss-120b:Controller] Created experiment-wide rate limiter actor for 8 OpenAI pipeline(s) with per-model limits (api-mistral-small-3.2-2506: 120 RPM, 1000000 TPM)
2026-05-04 14:45:15 | Controller | INFO | controller.py:1124 | [api-gpt-oss-120b:Controller] Starting multi-pipeline inference scheduling...
2026-05-04 14:45:15 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 9 (Pipeline 9) on actor 0 for shard 0 (1 batches)
2026-05-04 14:45:38 | QueryProcessingActor-0 | INFO | query_actor.py:165 | [api-gpt-oss-120b:QueryProcessingActor-0] Initializing new inference engine (config hash: c8cd97a9)
2026-05-04 14:45:38 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:45:38 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:45:38 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-04 14:45:38 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-04 14:45:38 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-04 14:45:38 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:45:40 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-04 14:45:40 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 10 (Pipeline 10) on actor 1 for shard 0 (1 batches)
2026-05-04 14:45:40 | QueryProcessingActor-1 | INFO | query_actor.py:165 | [api-gpt-oss-120b:QueryProcessingActor-1] Initializing new inference engine (config hash: c8cd97a9)
2026-05-04 14:45:40 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:45:40 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:45:40 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-04 14:45:40 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-04 14:45:40 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-04 14:45:40 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:45:42 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-04 14:45:43 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 11 (Pipeline 11) on actor 2 for shard 0 (1 batches)
2026-05-04 14:45:43 | QueryProcessingActor-2 | INFO | query_actor.py:165 | [api-gpt-oss-120b:QueryProcessingActor-2] Initializing new inference engine (config hash: c8cd97a9)
2026-05-04 14:45:43 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:45:43 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:45:43 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-04 14:45:43 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-04 14:45:43 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-04 14:45:43 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:45:45 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-04 14:45:45 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 12 (Pipeline 12) on actor 3 for shard 0 (1 batches)
2026-05-04 14:45:45 | QueryProcessingActor-3 | INFO | query_actor.py:165 | [api-gpt-oss-120b:QueryProcessingActor-3] Initializing new inference engine (config hash: c8cd97a9)
2026-05-04 14:45:45 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:45:45 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:45:45 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-04 14:45:45 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-04 14:45:45 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-04 14:45:45 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:45:47 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-04 14:48:21 | Controller | INFO | controller.py:1299 | [api-gpt-oss-120b:Controller] Pipeline 9 completed shard 0 (1 batches, 161.03s)
2026-05-04 14:48:21 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 13 (Pipeline 13) on actor 0 for shard 0 (1 batches)
2026-05-04 14:48:21 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [api-gpt-oss-120b:QueryProcessingActor-0] Reusing existing inference engine (config hash: c8cd97a9)
2026-05-04 14:48:21 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:48:21 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:48:21 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-04 14:48:21 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-04 14:48:21 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-04 14:48:22 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:48:24 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-04 14:48:29 | Controller | INFO | controller.py:1299 | [api-gpt-oss-120b:Controller] Pipeline 10 completed shard 0 (1 batches, 166.57s)
2026-05-04 14:48:29 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 14 (Pipeline 14) on actor 1 for shard 0 (1 batches)
2026-05-04 14:48:29 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [api-gpt-oss-120b:QueryProcessingActor-1] Reusing existing inference engine (config hash: c8cd97a9)
2026-05-04 14:48:29 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:48:29 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:48:29 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-04 14:48:29 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-04 14:48:29 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-04 14:48:30 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:48:32 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-04 14:49:58 | Controller | INFO | controller.py:1299 | [api-gpt-oss-120b:Controller] Pipeline 11 completed shard 0 (1 batches, 252.36s)
2026-05-04 14:49:58 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 15 (Pipeline 15) on actor 2 for shard 0 (1 batches)
2026-05-04 14:49:58 | QueryProcessingActor-2 | INFO | query_actor.py:169 | [api-gpt-oss-120b:QueryProcessingActor-2] Reusing existing inference engine (config hash: c8cd97a9)
2026-05-04 14:49:58 | QueryProcessingActor-2 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-2] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:49:58 | QueryProcessingActor-2 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-2] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:49:58 | QueryProcessingActor-2 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-2] Deserializing FAISS index for this actor...
2026-05-04 14:49:58 | QueryProcessingActor-2 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-2] Created independent FAISS vector store for this actor
2026-05-04 14:49:58 | QueryProcessingActor-2 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-2] Recreated retriever with search_type=similarity
2026-05-04 14:49:58 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:50:00 | QueryProcessingActor-2 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-2] Recreated RAG spec with retrieval mode
2026-05-04 14:50:00 | Controller | INFO | controller.py:1299 | [api-gpt-oss-120b:Controller] Pipeline 12 completed shard 0 (1 batches, 252.34s)
2026-05-04 14:50:00 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 16 (Pipeline 16) on actor 3 for shard 0 (1 batches)
2026-05-04 14:50:00 | QueryProcessingActor-3 | INFO | query_actor.py:169 | [api-gpt-oss-120b:QueryProcessingActor-3] Reusing existing inference engine (config hash: c8cd97a9)
2026-05-04 14:50:00 | QueryProcessingActor-3 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-3] Recreated embedding function: OpenAIEmbeddings
2026-05-04 14:50:00 | QueryProcessingActor-3 | INFO | query_actor.py:211 | [api-gpt-oss-120b:QueryProcessingActor-3] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-04 14:50:00 | QueryProcessingActor-3 | INFO | query_actor.py:215 | [api-gpt-oss-120b:QueryProcessingActor-3] Deserializing FAISS index for this actor...
2026-05-04 14:50:00 | QueryProcessingActor-3 | INFO | query_actor.py:230 | [api-gpt-oss-120b:QueryProcessingActor-3] Created independent FAISS vector store for this actor
2026-05-04 14:50:00 | QueryProcessingActor-3 | INFO | query_actor.py:260 | [api-gpt-oss-120b:QueryProcessingActor-3] Recreated retriever with search_type=similarity
2026-05-04 14:50:00 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-04 14:50:02 | QueryProcessingActor-3 | INFO | query_actor.py:277 | [api-gpt-oss-120b:QueryProcessingActor-3] Recreated RAG spec with retrieval mode
2026-05-04 14:55:30 | Controller | INFO | controller.py:1299 | [api-gpt-oss-120b:Controller] Pipeline 13 completed shard 0 (1 batches, 425.98s)
2026-05-04 14:55:30 | Controller | INFO | controller.py:1422 | [api-gpt-oss-120b:Controller] Scheduling pipeline 9 (Pipeline 9) on actor 0 for shard 1 (1 batches)
2026-05-04 14:55:30 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [api-gpt-oss-120b:QueryProcessingActor-0] Reusing existing inference engine (config hash: c8cd97a9)
2026-05-04 14:55:30 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [api-gpt-oss-120b:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
